"coords.x1","coords.x2","Permanent_Identifier","X","FID","Shape","DomainNum","SiteID","Shape_Le_2","slope","row_count","Q_multiplier"
-84.277453,35.967677,1025,260,260,"Point","D07","WALK",422.153233,0.0153295404546734,260,0.043381280958703
-84.277526,35.967547,1025,261,261,"Point","D07","WALK",422.153233,0.0192034417976782,261,0.0448735466663804
-84.277553,35.967407,1025,262,262,"Point","D07","WALK",422.153233,0.0177266166297156,262,0.0463533424871586
-84.277623,35.967266,1025,263,263,"Point","D07","WALK",422.153233,0.0150811075394066,263,0.0479411098945446
-84.277685,35.967117,1025,264,264,"Point","D07","WALK",422.153233,0.0230133969601845,264,0.0495836358511465
-84.277767,35.966979,1025,265,265,"Point","D07","WALK",422.153233,0.0229800936426275,265,0.0511840042011454
-84.277795,35.966822,1025,266,266,"Point","D07","WALK",422.153233,0.0393289190262768,266,0.0528406039323281
-84.277899,35.966688,1025,267,267,"Point","D07","WALK",422.153233,0.0402119671997995,267,0.0544951195820524
-84.277872,35.966541,1025,268,268,"Point","D07","WALK",422.153233,0.0415648372846857,268,0.0560471716430756
-84.277779,35.966396,1025,269,269,"Point","D07","WALK",422.153233,0.0253413291900232,269,0.0577547790271253
-84.277748,35.966248,1025,270,270,"Point","D07","WALK",422.153233,0.0143195601631269,270,0.0593225010733639
-84.277647,35.966106,1025,271,271,"Point","D07","WALK",422.153233,0.0165837416376751,271,0.061035359231043
-84.277623,35.965965,1025,272,272,"Point","D07","WALK",422.153233,0.0242400793291404,272,0.062521768377564
-84.277558,35.965816,1025,273,273,"Point","D07","WALK",422.153233,0.0349177175504386,273,0.0641726335929455
-84.277558,35.965649,1025,274,274,"Point","D07","WALK",422.153233,0.0385883962402667,274,0.0659165164178911
-84.277496,35.965505,1025,275,275,"Point","D07","WALK",422.153233,0.0418872830218678,275,0.0675096743138678
-84.277497,35.965486,1025,276,276,"Point","D07","WALK",422.153233,0.0418872830218678,276,0.0677082616629008
